订单 ID,订单日期,发货日期,产品名称,类别,子类别,客户名称,细分,国家,地区,城市,省/自治区,邮寄方式,销售额,利润,折扣,数量
US-2014-5165630,2014/9/20,2014/9/24,"苹果 智能手机, 蓝色",技术,电话,贾伟,消费者,中国,华东,苏州,江苏,标准级,"1,726",-288,40%,5
CN-2014-1776641,2014/9/20,2014/9/25,"Tenex 盘, 金属",办公用品,收纳具,洪毅,公司,中国,东北,宾州,黑龙江,标准级,746,291,0%,3
US-2014-3930358,2014/9/21,2014/9/21,"SAFCO 椅垫, 红色",家具,椅子,常宣,消费者,中国,华北,呼和浩特,内蒙古,当日,"1,340",-425,40%,8
CN-2014-3739147,2014/9/21,2014/9/22,"Fiskars 开信刀, 蓝色",办公用品,用品,俞荷,消费者,中国,华东,浦阳,浙江,一级,313,-94,40%,4
CN-2014-3739147,2014/9/21,2014/9/22,"Acco 标签, 实惠",办公用品,装订机,俞荷,消费者,中国,华东,浦阳,浙江,一级,96,9,40%,4
CN-2014-3739147,2014/9/21,2014/9/22,"Cardinal 订书机, 耐用",办公用品,装订机,俞荷,消费者,中国,华东,浦阳,浙江,一级,574,86,40%,4
CN-2014-3739147,2014/9/21,2014/9/22,"Novimex 凳子, 黑色",家具,椅子,俞荷,消费者,中国,华东,浦阳,浙江,一级,"1,361",-476,40%,3
CN-2014-4180783,2014/9/21,2014/9/24,"Acco 孔加固材料, 耐用",办公用品,装订机,冯立,消费者,中国,华东,聊城,山东,一级,114,3,0%,3
CN-2014-4292548,2014/9/21,2014/9/24,"Kraft 搭扣信封, 银色",办公用品,信封,黄康,消费者,中国,华东,南昌,江西,二级,106,49,0%,2
CN-2014-4180783,2014/9/21,2014/9/24,"Novimex 凳子, 黑色",家具,椅子,冯立,消费者,中国,华东,聊城,山东,一级,"3,025",575,0%,4
CN-2014-4180783,2014/9/21,2014/9/24,"Eldon 门挡, 优质",家具,用具,冯立,消费者,中国,华东,聊城,山东,一级,683,334,0%,3
CN-2014-4180783,2014/9/21,2014/9/24,"罗技 路由器, 耐用",技术,配件,冯立,消费者,中国,华东,聊城,山东,一级,"2,310",462,0%,2
US-2014-5434393,2014/9/21,2014/9/25,"Safco 书库, 传统",家具,书架,林青,消费者,中国,东北,大连,辽宁,标准级,"4,366","-1,456",40%,4
US-2014-5434393,2014/9/21,2014/9/25,"Hon 木桌, 黑色",家具,桌子,林青,消费者,中国,东北,大连,辽宁,标准级,"2,975","-3,571",60%,3
US-2014-3108642,2014/9/21,2014/9/27,"Acme 大剪刀, 锯齿状",办公用品,用品,武廉,消费者,中国,中南,钟祥,湖北,标准级,392,-7,40%,3
CN-2014-2665116,2014/9/22,2014/9/24,"Novimex 可去除的标签, 可调",办公用品,标签,韦锦,消费者,中国,华东,洛阳,福建,二级,145,4,0%,4
CN-2014-4502739,2014/9/22,2014/9/27,"Jiffy 局间信封, 每套 50 个",办公用品,信封,任梅,小型企业,中国,中南,仙桃,湖北,标准级,650,188,0%,3
CN-2014-1017090,2014/9/23,2014/9/27,"Hon 有色标签, 红色",办公用品,标签,陶武,公司,中国,中南,海口,海南,标准级,118,55,0%,2
CN-2014-1017090,2014/9/23,2014/9/27,"Accos 订书钉, 金属",办公用品,系固件,陶武,公司,中国,中南,海口,海南,标准级,155,57,0%,3
CN-2014-2770008,2014/9/23,2014/9/27,"Ibico 孔加固材料, 耐用",办公用品,装订机,俞丹,消费者,中国,华东,临海,浙江,标准级,48,4,40%,2
CN-2014-5950580,2014/9/23,2014/9/27,"施乐 令, 每包 12 个",办公用品,纸张,戴康,消费者,中国,华北,通州,北京,标准级,284,80,0%,2
CN-2014-4141331,2014/9/23,2014/9/28,"Eldon 文件夹, 单宽度",办公用品,收纳具,陈霖,消费者,中国,华东,苏州,江苏,标准级,397,127,0%,5
CN-2014-1070056,2014/9/23,2014/9/28,"Jiffy 马尼拉纸信封, 银色",办公用品,信封,杨健,消费者,中国,华北,北京,北京,标准级,530,196,0%,4
CN-2014-1070056,2014/9/23,2014/9/28,"Hoover 烤面包机, 红色",办公用品,器具,杨健,消费者,中国,华北,北京,北京,标准级,"1,171",257,0%,3
CN-2014-1070056,2014/9/23,2014/9/28,"Eldon 锁柜, 单宽度",办公用品,收纳具,杨健,消费者,中国,华北,北京,北京,标准级,924,434,0%,1
CN-2014-1070056,2014/9/23,2014/9/28,"Rogers 搁板, 工业",办公用品,收纳具,杨健,消费者,中国,华北,北京,北京,标准级,584,11,0%,2
CN-2014-1070056,2014/9/23,2014/9/28,"Rogers 锁柜, 蓝色",办公用品,收纳具,杨健,消费者,中国,华北,北京,北京,标准级,"3,950","1,461",0%,4
CN-2014-1070056,2014/9/23,2014/9/28,"Hon 合法证物标签, 白色",办公用品,标签,杨健,消费者,中国,华北,北京,北京,标准级,101,3,0%,2
CN-2014-1070056,2014/9/23,2014/9/28,"Stockwell 图钉, 整包",办公用品,系固件,杨健,消费者,中国,华北,北京,北京,标准级,316,60,0%,5
CN-2014-1070056,2014/9/23,2014/9/28,"Acco 孔加固材料, 耐用",办公用品,装订机,杨健,消费者,中国,华北,北京,北京,标准级,76,2,0%,2
CN-2014-1070056,2014/9/23,2014/9/28,"Wilson Jones 装订机, 回收",办公用品,装订机,杨健,消费者,中国,华北,北京,北京,标准级,437,157,0%,7
CN-2014-4141331,2014/9/23,2014/9/28,"Dania 墙角架, 金属",家具,书架,陈霖,消费者,中国,华东,苏州,江苏,标准级,681,-408,40%,2
CN-2014-2511714,2014/9/23,2014/9/28,"Harbour Creations 扶手椅, 可调",家具,椅子,邢盛,消费者,中国,华东,上海,上海,标准级,"2,222","1,000",0%,1
CN-2014-1070056,2014/9/23,2014/9/28,"Novimex 椅垫, 可调",家具,椅子,杨健,消费者,中国,华北,北京,北京,标准级,275,129,0%,1
CN-2014-1070056,2014/9/23,2014/9/28,"Deflect-O 分层置放架, 一包多件",家具,用具,杨健,消费者,中国,华北,北京,北京,标准级,473,156,0%,4
US-2014-1021233,2014/9/23,2014/9/30,"Barricks 电脑桌, 白色",家具,桌子,彭雯,消费者,中国,华北,天津,天津,标准级,"3,360",-269,25%,2
CN-2014-5754536,2014/9/24,2014/9/26,"Fiskars 美工刀, 钢",办公用品,用品,洪梦,公司,中国,华北,唐山,河北,二级,978,401,0%,6
CN-2014-5754536,2014/9/24,2014/9/26,"Enermax 笔记本, 优质",办公用品,纸张,洪梦,公司,中国,华北,唐山,河北,二级,266,32,0%,2
CN-2014-5754536,2014/9/24,2014/9/26,"SanDisk 笔记本, 回收",办公用品,纸张,洪梦,公司,中国,华北,唐山,河北,二级,416,108,0%,3
CN-2014-5754536,2014/9/24,2014/9/26,"Safco 柜, 传统",家具,书架,洪梦,公司,中国,华北,唐山,河北,二级,"1,576",725,0%,2
CN-2014-4217149,2014/9/24,2014/10/1,"Binney & Smith 荧光笔, 金属",办公用品,美术,龙廷,消费者,中国,华北,邯郸,河北,标准级,167,3,0%,2
CN-2014-4217149,2014/9/24,2014/10/1,"思科 音频基座, 整包",技术,电话,龙廷,消费者,中国,华北,邯郸,河北,标准级,850,187,0%,1
CN-2014-4217149,2014/9/24,2014/10/1,"柯尼卡 电话, 白色",技术,设备,龙廷,消费者,中国,华北,邯郸,河北,标准级,395,186,0%,1
CN-2014-5171199,2014/9/25,2014/9/29,"KitchenAid 炉灶, 红色",办公用品,器具,刘明,公司,中国,华东,厦门,福建,标准级,"15,964","3,512",0%,6
CN-2014-5171199,2014/9/25,2014/9/29,"Rogers 文件车, 金属",办公用品,收纳具,刘明,公司,中国,华东,厦门,福建,标准级,"1,969",256,0%,3
CN-2014-5171199,2014/9/25,2014/9/29,"Tenex 文件夹, 蓝色",办公用品,收纳具,刘明,公司,中国,华东,厦门,福建,标准级,325,68,0%,3
CN-2014-5171199,2014/9/25,2014/9/29,"Advantus 橡皮筋, 整包",办公用品,系固件,刘明,公司,中国,华东,厦门,福建,标准级,155,51,0%,2
CN-2014-5171199,2014/9/25,2014/9/29,"Bush 墙角架, 黑色",家具,书架,刘明,公司,中国,华东,厦门,福建,标准级,"1,170",386,0%,2
CN-2014-5171199,2014/9/25,2014/9/29,"Office Star 扶手椅, 可调",家具,椅子,刘明,公司,中国,华东,厦门,福建,标准级,"15,351","7,215",0%,7
CN-2014-5171199,2014/9/25,2014/9/29,"Brother 墨水, 彩色",技术,复印机,刘明,公司,中国,华东,厦门,福建,标准级,"2,776",83,0%,4
CN-2014-5171199,2014/9/25,2014/9/29,"诺基亚 充电器, 整包",技术,电话,刘明,公司,中国,华东,厦门,福建,标准级,"5,937","1,959",0%,2
CN-2014-4741910,2014/9/25,2014/9/30,"Avery 孔加固材料, 耐用",办公用品,装订机,贺绅,消费者,中国,中南,益阳,湖南,标准级,55,1,0%,2
CN-2014-2444005,2014/9/26,2014/9/26,"Rogers 搁板, 工业",办公用品,收纳具,任婵娟,公司,中国,西北,西安,陕西,当日,"2,630",52,0%,9
CN-2014-2444005,2014/9/26,2014/9/26,"佳能 个人复印机, 数字化",技术,复印机,任婵娟,公司,中国,西北,西安,陕西,当日,"2,658","1,010",0%,4
CN-2014-2444005,2014/9/26,2014/9/26,"三星 信号增强器, 混合尺寸",技术,电话,任婵娟,公司,中国,西北,西安,陕西,当日,"3,254",553,0%,5
CN-2014-2508741,2014/9/26,2014/9/28,"GlobeWeis 邮寄品, 每套 50 个",办公用品,信封,吕灵,消费者,中国,东北,哈尔滨,黑龙江,一级,720,50,0%,4
CN-2014-2508741,2014/9/26,2014/9/28,"Hoover 冰箱, 银色",办公用品,器具,吕灵,消费者,中国,东北,哈尔滨,黑龙江,一级,"12,297",984,0%,5
CN-2014-2508741,2014/9/26,2014/9/28,"Stiletto 修剪器, 蓝色",办公用品,用品,吕灵,消费者,中国,东北,哈尔滨,黑龙江,一级,200,26,0%,1
CN-2014-2508741,2014/9/26,2014/9/28,"Avery 孔加固材料, 耐用",办公用品,装订机,吕灵,消费者,中国,东北,哈尔滨,黑龙江,一级,138,2,0%,5
CN-2014-1829918,2014/9/26,2014/9/30,"Hewlett 传真机, 每套两件",技术,复印机,潘谙,消费者,中国,东北,安达,黑龙江,标准级,"4,479",179,0%,3
US-2014-1384966,2014/9/26,2014/10/1,"Sauder 搁架, 传统",家具,书架,孙雯,公司,中国,华东,杭州,浙江,标准级,"7,083","-3,306",40%,13
CN-2014-1569506,2014/9/26,2014/10/1,"Bush 古典书架, 白色",家具,书架,田磊,小型企业,中国,中南,湘潭,湖南,二级,"3,875",194,0%,2
CN-2014-1569506,2014/9/26,2014/10/1,"三星 办公室电话机, 蓝色",技术,电话,田磊,小型企业,中国,中南,湘潭,湖南,二级,"1,522",0,0%,5
CN-2014-1569506,2014/9/26,2014/10/1,"松下 计算器, 白色",技术,设备,田磊,小型企业,中国,中南,湘潭,湖南,二级,682,7,0%,3
CN-2014-4687313,2014/9/27,2014/9/29,"Stockwell 图钉, 混合尺寸",办公用品,系固件,陈嫒,消费者,中国,中南,洛阳,广东,一级,297,24,0%,6
CN-2014-4687313,2014/9/27,2014/9/29,"Wilson Jones 标签, 耐用",办公用品,装订机,陈嫒,消费者,中国,中南,洛阳,广东,一级,37,4,0%,1
CN-2014-3497234,2014/9/27,2014/10/2,"OIC 夹子, 金属",办公用品,系固件,苏江丽,公司,中国,中南,梅州,广东,标准级,186,33,0%,2
CN-2014-3497234,2014/9/27,2014/10/2,"Stockwell 按钉, 混合尺寸",办公用品,系固件,苏江丽,公司,中国,中南,梅州,广东,标准级,267,133,0%,5
CN-2014-5781167,2014/9/27,2014/10/2,"Harbour Creations 折叠椅, 红色",家具,椅子,程德,小型企业,中国,华东,宜春,江西,二级,914,384,0%,2
CN-2014-3279950,2014/9/27,2014/10/2,"Novimex 摇椅, 每套两件",家具,椅子,付立,消费者,中国,华东,上海,上海,标准级,624,137,0%,1
CN-2014-1389726,2014/9/27,2014/10/3,"Acco 装订机盖, 耐用",办公用品,装订机,陶盛,消费者,中国,华东,南昌,江西,标准级,346,48,0%,5
CN-2014-3722996,2014/9/27,2014/10/4,"摩托罗拉 充电器, 混合尺寸",技术,电话,何惠,公司,中国,华北,沧州,河北,标准级,"15,063","1,807",0%,5
US-2014-4944475,2014/9/28,2014/9/30,"三星 智能手机, 混合尺寸",技术,电话,涂德伟,消费者,中国,华东,宁波,浙江,二级,"1,412",-542,40%,4
CN-2014-3232918,2014/9/28,2014/10/2,"Ames 商业信封, 红色",办公用品,信封,陶德伟,消费者,中国,中南,南宁,广西,标准级,424,135,0%,5
CN-2014-2881872,2014/9/29,2014/10/3,"Kleencut 修剪器, 钢",办公用品,用品,黄婷,消费者,中国,东北,明月,吉林,标准级,191,48,0%,1
CN-2014-2647402,2014/9/29,2014/10/3,"Eldon 盒, 单宽度",办公用品,收纳具,田丹,消费者,中国,中南,桂平,广西,标准级,96,11,0%,2
CN-2014-1830721,2014/9/29,2014/10/4,"惠普 墨水, 红色",技术,复印机,夏惠英,消费者,中国,华北,榆次,山西,标准级,"1,777",480,0%,3
CN-2014-2977814,2014/9/29,2014/10/5,"Kleencut 开信刀, 锯齿状",办公用品,用品,潘琼,公司,中国,中南,应城,湖北,标准级,67,8,40%,1
US-2014-4676940,2014/9/29,2014/10/6,"Elite 尺子, 钢",办公用品,用品,牛晒明,小型企业,中国,东北,兰西,黑龙江,标准级,185,79,0%,3
US-2014-4676940,2014/9/29,2014/10/6,"Accos 回形针, 整包",办公用品,系固件,牛晒明,小型企业,中国,东北,兰西,黑龙江,标准级,459,170,0%,7
US-2014-4896054,2014/9/30,2014/10/4,"Ames 邮寄品, 红色",办公用品,信封,宋良,公司,中国,华东,合德,江苏,标准级,368,158,0%,2
US-2014-4896054,2014/9/30,2014/10/4,"Rogers 文件车, 工业",办公用品,收纳具,宋良,公司,中国,华东,合德,江苏,标准级,"4,641","1,299",0%,7
US-2014-4896054,2014/9/30,2014/10/4,"Novimex 扶手椅, 每套两件",家具,椅子,宋良,公司,中国,华东,合德,江苏,标准级,"1,289",-494,40%,1
CN-2014-4641447,2014/9/30,2014/10/4,"Advantus 闹钟, 一包多件",家具,用具,俞荷,消费者,中国,西北,西安,陕西,标准级,480,168,0%,2
US-2014-4896054,2014/9/30,2014/10/4,"Brother 传真复印机, 每套两件",技术,复印机,宋良,公司,中国,华东,合德,江苏,标准级,"2,681",-671,40%,5
US-2014-4896054,2014/9/30,2014/10/4,"三星 办公室电话机, 全尺寸",技术,电话,宋良,公司,中国,华东,合德,江苏,标准级,"1,117",-38,40%,6
US-2014-4896054,2014/9/30,2014/10/4,"苹果 智能手机, 混合尺寸",技术,电话,宋良,公司,中国,华东,合德,江苏,标准级,"2,473",-990,40%,7
CN-2014-4641447,2014/9/30,2014/10/4,"StarTech 电话, 多色",技术,设备,俞荷,消费者,中国,西北,西安,陕西,标准级,"1,043",208,0%,3
CN-2014-1512811,2014/9/30,2014/10/6,"OIC 按钉, 每包 12 个",办公用品,系固件,罗平,小型企业,中国,西南,拉萨,西藏,标准级,201,4,0%,3
CN-2014-5834341,2014/10/1,2014/10/4,"GlobeWeis 外皮和封条, 银色",办公用品,信封,冯青,消费者,中国,华东,杭州,浙江,二级,333,166,0%,3
CN-2014-1300278,2014/10/1,2014/10/6,"Elite 尺子, 钢",办公用品,用品,夏梦,小型企业,中国,西南,昆明,云南,二级,246,106,0%,4
US-2014-1384966,2014/10/3,2014/10/7,"Tenex 文件夹, 工业",办公用品,收纳具,常康,公司,中国,东北,宜春,黑龙江,标准级,332,0,0%,3
US-2014-1384966,2014/10/3,2014/10/7,"Accos 夹子, 混合尺寸",办公用品,系固件,常康,公司,中国,东北,宜春,黑龙江,标准级,314,66,0%,4
CN-2014-4590873,2014/10/3,2014/10/7,"Rogers 搁板, 工业",办公用品,收纳具,薛婷,消费者,中国,东北,开原,辽宁,二级,584,11,0%,2
CN-2014-4590873,2014/10/3,2014/10/7,"Green Bar 笔记本, 每包 12 个",办公用品,纸张,薛婷,消费者,中国,东北,开原,辽宁,二级,475,52,0%,3
CN-2014-5022660,2014/10/3,2014/10/7,"Hon 折叠椅, 红色",家具,椅子,佘升,消费者,中国,中南,信阳,河南,标准级,684,205,10%,2
US-2014-1384966,2014/10/3,2014/10/7,"三星 信号增强器, 全尺寸",技术,电话,常康,公司,中国,东北,宜春,黑龙江,标准级,"5,148","2,162",0%,8
CN-2014-5897280,2014/10/4,2014/10/8,"Cuisinart 微波炉, 白色",办公用品,器具,柯强,消费者,中国,华东,上海,上海,标准级,"6,454",645,0%,5
CN-2014-5897280,2014/10/4,2014/10/8,"Rogers 文件车, 蓝色",办公用品,收纳具,柯强,消费者,中国,华东,上海,上海,标准级,"1,982",20,0%,3
US-2014-1243146,2014/10/4,2014/10/8,"Jiffy 商业信封, 红色",办公用品,信封,卢壁,消费者,中国,西南,遵义,贵州,标准级,182,89,0%,2
CN-2014-5897280,2014/10/4,2014/10/8,"Rubvermaid 框架, 耐用",家具,用具,柯强,消费者,中国,华东,上海,上海,标准级,"2,495",74,0%,5
CN-2014-5035540,2014/10/4,2014/10/8,"Chromcraft 培训桌, 黑色",家具,桌子,涂德伟,消费者,中国,华北,石家庄,河北,标准级,"2,981",874,25%,3
CN-2014-5908054,2014/10/4,2014/10/9,"Hoover 炉灶, 银色",办公用品,器具,邓实,消费者,中国,华北,北京,北京,标准级,"18,595","2,417",0%,7
CN-2014-5908054,2014/10/4,2014/10/9,"Enermax 记忆卡, 回收",技术,配件,邓实,消费者,中国,华北,北京,北京,标准级,"1,571",597,0%,3
CN-2014-4027651,2014/10/4,2014/10/10,"Acco 打孔机, 实惠",办公用品,装订机,邵黎明,小型企业,中国,中南,郴州,湖南,标准级,141,4,0%,1
CN-2014-5907567,2014/10/5,2014/10/7,"Cuisinart 微波炉, 黑色",办公用品,器具,肖良,消费者,中国,中南,郑州,河南,二级,"2,594",363,0%,2
CN-2014-2203847,2014/10/5,2014/10/8,"佳能 无线传真机, 红色",技术,复印机,贺恒,消费者,中国,东北,营口,辽宁,二级,"7,386",-247,40%,7
CN-2014-2203847,2014/10/5,2014/10/8,"Enermax 路由器, 耐用",技术,配件,贺恒,消费者,中国,东北,营口,辽宁,二级,"1,448",-917,40%,2
CN-2014-2203847,2014/10/5,2014/10/8,"Memorex 闪存驱动器, 实惠",技术,配件,贺恒,消费者,中国,东北,营口,辽宁,二级,247,-95,40%,3
US-2014-5434393,2014/10/5,2014/10/9,"Avery 合法证物标签, 可调",办公用品,标签,韦诚,公司,中国,东北,大庆,黑龙江,二级,172,31,0%,4
US-2014-5434393,2014/10/5,2014/10/9,"Wilson Jones 装订机, 回收",办公用品,装订机,韦诚,公司,中国,东北,大庆,黑龙江,二级,187,67,0%,3
CN-2014-2936253,2014/10/5,2014/10/9,"Avery 打孔机, 耐用",办公用品,装订机,付丽,消费者,中国,东北,朝阳,吉林,标准级,548,11,0%,4
US-2014-5434393,2014/10/5,2014/10/9,"Hon 扶手椅, 红色",家具,椅子,韦诚,公司,中国,东北,大庆,黑龙江,二级,"8,533","3,754",0%,4
US-2014-5434393,2014/10/5,2014/10/9,"Advantus 门挡, 耐用",家具,用具,韦诚,公司,中国,东北,大庆,黑龙江,二级,589,71,0%,3
US-2014-5434393,2014/10/5,2014/10/9,"三星 音频基座, 蓝色",技术,电话,韦诚,公司,中国,东北,大庆,黑龙江,二级,"2,336",350,0%,3
CN-2014-2936253,2014/10/5,2014/10/9,"诺基亚 智能手机, 蓝色",技术,电话,付丽,消费者,中国,东北,朝阳,吉林,标准级,"2,299",276,0%,4
CN-2014-1711156,2014/10/5,2014/10/10,"Kleencut 剪刀, 锯齿状",办公用品,用品,雷菊,消费者,中国,中南,南阳,河南,标准级,532,165,0%,6
CN-2014-1711156,2014/10/5,2014/10/10,"Green Bar 计划信息表, 优质",办公用品,纸张,雷菊,消费者,中国,中南,南阳,河南,标准级,333,6,0%,3
CN-2014-1246652,2014/10/6,2014/10/8,"Cardinal 标签, 耐用",办公用品,装订机,贺丹,消费者,中国,西南,合川,重庆,二级,82,34,0%,2
CN-2014-1829918,2014/10/6,2014/10/9,"Eldon 盒, 工业",办公用品,收纳具,万冬露,消费者,中国,华东,洛阳,福建,一级,251,48,0%,5
CN-2014-1829918,2014/10/6,2014/10/9,"Fellowes 文件夹, 工业",办公用品,收纳具,万冬露,消费者,中国,华东,洛阳,福建,一级,502,80,0%,4
CN-2014-1829918,2014/10/6,2014/10/9,"Wilson Jones 装订机, 耐用",办公用品,装订机,万冬露,消费者,中国,华东,洛阳,福建,一级,203,0,0%,3
US-2014-5360498,2014/10/6,2014/10/10,"Tenex 文件夹, 工业",办公用品,收纳具,彭博,公司,中国,中南,武汉,湖北,二级,111,0,0%,1
US-2014-5360498,2014/10/6,2014/10/10,"Accos 回形针, 混合尺寸",办公用品,系固件,彭博,公司,中国,中南,武汉,湖北,二级,161,-19,40%,5
US-2014-5360498,2014/10/6,2014/10/10,"Stanley 荧光笔, 金属",办公用品,美术,彭博,公司,中国,中南,武汉,湖北,二级,45,-114,80%,3
CN-2014-1587245,2014/10/6,2014/10/11,"Smead 文件夹标签, 耐用",办公用品,标签,郝壁,公司,中国,中南,仙桃,湖北,标准级,87,17,0%,2
CN-2014-1587245,2014/10/6,2014/10/11,"Brother 墨水, 数字化",技术,复印机,郝壁,公司,中国,中南,仙桃,湖北,标准级,"1,646",137,40%,4
CN-2014-3581176,2014/10/6,2014/10/12,"Elite 尺子, 蓝色",办公用品,用品,叶柏,公司,中国,中南,洛阳,广东,标准级,129,24,0%,2
CN-2014-3581176,2014/10/6,2014/10/12,"Kleencut 剪刀, 锯齿状",办公用品,用品,叶柏,公司,中国,中南,洛阳,广东,标准级,266,82,0%,3
CN-2014-3581176,2014/10/6,2014/10/12,"SAFCO 扶手椅, 可调",家具,椅子,叶柏,公司,中国,中南,洛阳,广东,标准级,"9,742","2,273",10%,5
CN-2014-5687295,2014/10/6,2014/10/12,"SAFCO 沙滩椅, 红色",家具,椅子,郝壁,公司,中国,华东,兴化,江苏,标准级,277,41,40%,2
